Label,IsItAFirstSentence,IsItALastSentence,HasACardinal,HasASubject,HasAnActionVerb,HasADirectObject,HasAWHAdverb,HasAExpletive,HasComparativeAdverb,HasSuperlativeAdverb,HasPastFormVerb,HasBaseFormVerb,score,order,go,place,serve,buy,plant,add,make,find,grow,pick,have,delete,sell,lose,give,eat,spent,threw,leave,share,cut,damage,remove,cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,0,0,0.4,0.4,0.5,0.91,0.8,0.8,0.55,0.4,0.5,0.5,0.4,0.8,0.5,0.4,0.44,0.5,0.75,0.92,0,0,0.55,0.4,0.5,0.4,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,1,0,0,0,0,0.53,0.47,0.8,0.71,0.5,0.8,0.4,0.67,0.8,0.5,0.4,0.4,0.67,0.4,0.8,0.5,0.78,0.4,0,0,0.78,0.57,0.8,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,1,0,0,0,0.67,0.44,0.5,0.73,0.35,0.36,0.45,1,0.86,0.67,0.8,0.55,0.57,0.36,0.36,0.4,0.75,0.57,0,0,0.57,0.42,0.67,0.67,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.58,0.55,0.8,0.55,1,0.6,0.6,0.35,0.75,0.6,0.33,0.67,0.73,0.33,0.48,0.4,0.8,0.55,0,0,0.57,0.55,0.88,0.7,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.58,0.55,0.8,0.55,1,0.6,0.6,0.35,0.75,0.6,0.33,0.67,0.73,0.33,0.48,0.4,0.8,0.55,0,0,0.57,0.55,0.88,0.7,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.96,0.8,1,0.86,0.8,0.67,0.75,0.5,0.8,0.75,0.67,0.83,0.8,0.4,0.67,0.6,0.8,0.44,0,0,0.8,0.89,0.8,0.94,0.57,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.86,0.74,0.8,0.84,0.75,0.35,0.67,0.42,0.75,0.75,0.33,0.82,0.75,0.33,0.57,0.4,0.62,0.33,0,0,0.71,0.74,0.78,0.76,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,0,0,1,1,0,1,0,0,0,0,1,0,0.8,1.08,1.08,1.08,0.71,0.4,0.58,0.57,0.78,1.09,0.4,1,0.8,0.4,0.75,0.5,0.8,0.67,0,0,1,1.08,0.93,1,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,0,0,1,1,0,1,0,0,0,0,1,0,0.8,1.08,1.08,1.08,0.71,0.4,0.58,0.57,0.78,1.09,0.4,1,0.8,0.4,0.75,0.5,0.8,0.67,0,0,1,1.08,0.93,1,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,0,0,0.33,0.33,0.4,0.83,0.55,0.73,0.5,0.57,0.57,0.4,0.5,0.89,0.8,0.33,0.4,0.4,0.67,1,0,0,0.5,0.33,0.57,0.86,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,0,0,0.33,0.33,0.4,0.83,0.55,0.73,0.5,0.57,0.57,0.4,0.5,0.89,0.8,0.33,0.4,0.4,0.67,1,0,0,0.5,0.33,0.57,0.86,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.96,0.8,1,0.86,0.8,0.67,0.75,0.5,0.8,0.75,0.67,0.83,0.8,0.4,0.67,0.6,0.8,0.44,0,0,0.8,0.89,0.8,0.94,0.57,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.86,0.74,0.8,0.84,0.75,0.35,0.67,0.42,0.75,0.75,0.33,0.82,0.75,0.33,0.57,0.4,0.62,0.33,0,0,0.71,0.74,0.78,0.76,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.67,0.75,0.75,0.75,0.6,0.67,0.43,0.67,0.8,1,0.93,0.8,0.67,0.5,0.63,0.5,0.67,0.4,0,0,0.8,0.75,0.75,0.71,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,1,0.83,0.67,0.83,0.75,0.67,0.75,0.86,1,0.8,0.86,0.75,1,0.5,0.75,0.55,1,0.57,0,0,0.86,0.67,0.8,0.67,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,1,0.83,0.67,0.83,0.75,0.67,0.75,0.86,1,0.8,0.86,0.75,1,0.5,0.75,0.55,1,0.57,0,0,0.86,0.67,0.8,0.67,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.53,0.67,0.67,0.71,0.48,0.5,0.43,0.4,0.67,0.63,0.33,0.67,0.8,0.4,0.5,0.4,0.95,0.67,0,0,0.6,0.67,0.61,0.73,0.5,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.53,0.67,0.67,0.71,0.48,0.5,0.43,0.4,0.67,0.63,0.33,0.67,0.8,0.4,0.5,0.4,0.95,0.67,0,0,0.6,0.67,0.61,0.73,0.5,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.75,0.67,0.67,0.77,0.4,0.67,0.33,0.4,0.75,0.5,0.4,0.4,0.6,0.4,0.67,0.5,0.73,0.4,0,0,0.62,0.73,0.67,0.4,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.67,0.4,0.5,0.5,0.5,0.67,0.5,0.4,1,0.67,0.4,0.5,0.67,0.4,0.89,0.5,0.67,0.4,0,0,0.57,0.67,0.67,0.4,0.5,0.4,0.83,0.67,0.89,0.91,0.73,0.86,0.67,0.6,1,0.86,0.67,0.86,1,0.8,0.67,0.73,0.67,0.8,0,0,0.67,0.67,0.77,0.67,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
-,0,0,1,0,0,1,0,0,0,0,0,0,0.53,0.47,0.8,0.71,0.5,0.8,0.4,0.67,0.8,0.5,0.4,0.4,0.67,0.4,0.8,0.5,0.78,0.4,0,0,0.78,0.57,0.8,0.5,0.5,1,0.83,0.67,0.89,0.91,0.73,0.86,0.67,0.6,1,0.86,0.67,0.86,1,0.8,0.67,0.73,0.67,0.8,0,0,0.67,0.67,0.77,0.67,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.86,0.74,0.8,0.84,0.75,0.35,0.67,0.42,0.75,0.75,0.33,0.82,0.75,0.33,0.57,0.4,0.62,0.33,0,0,0.71,0.74,0.78,0.76,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.86,0.74,0.8,0.84,0.75,0.35,0.67,0.42,0.75,0.75,0.33,0.82,0.75,0.33,0.57,0.4,0.62,0.33,0,0,0.71,0.74,0.78,0.76,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.96,0.8,1,0.86,0.8,0.67,0.75,0.5,0.8,0.75,0.67,0.83,0.8,0.4,0.67,0.6,0.8,0.44,0,0,0.8,0.89,0.8,0.94,0.57,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.86,0.74,0.8,0.84,0.75,0.35,0.67,0.42,0.75,0.75,0.33,0.82,0.75,0.33,0.57,0.4,0.62,0.33,0,0,0.71,0.74,0.78,0.76,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.67,0.44,0.5,0.73,0.35,0.36,0.45,1,0.86,0.67,0.8,0.55,0.57,0.36,0.36,0.4,0.75,0.57,0,0,0.57,0.42,0.67,0.67,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.67,0.44,0.5,0.73,0.35,0.36,0.45,1,0.86,0.67,0.8,0.55,0.57,0.36,0.36,0.4,0.75,0.57,0,0,0.57,0.42,0.67,0.67,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,1,0,1,1,0,1,1,0,0,0,1,0,0.86,0.6,0.67,0.55,0.73,0.67,0.82,0.57,1,0.67,0.67,0.57,1,0.4,0.67,0.5,1,0.8,0,0,0.8,0.67,0.67,0.67,0.5,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=,0,0,1,1,0,1,0,0,0,0,0,1,0.58,0.55,0.8,0.55,1,0.6,0.6,0.35,0.75,0.6,0.33,0.67,0.73,0.33,0.48,0.4,0.8,0.55,0,0,0.57,0.55,0.88,0.7,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.33,0.57,0.5,0.67,0.33,0.33,0.5,0.33,0.4,0.4,0.33,0.47,0.5,0.33,0.46,0.4,0.67,0.33,0,0,0.67,0.62,0.57,0.33,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.33,0.57,0.5,0.67,0.33,0.33,0.5,0.33,0.4,0.4,0.33,0.47,0.5,0.33,0.46,0.4,0.67,0.33,0,0,0.67,0.62,0.57,0.33,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,1,0,1,0,0,1,0,0,0,0,0,0,1,0.83,0.67,0.83,0.75,0.67,0.75,0.86,1,0.8,0.86,0.75,1,0.5,0.75,0.55,1,0.57,0,0,0.86,0.67,0.8,0.67,0.5,0.67,0.8,1.08,1.08,1.08,0.71,0.4,0.58,0.57,0.78,1.09,0.4,1,0.8,0.4,0.75,0.5,0.8,0.67,0,0,1,1.08,0.93,1,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,
-,0,0,1,0,0,1,0,0,0,0,0,0,0.8,1.08,1.08,1.08,0.71,0.4,0.58,0.57,0.78,1.09,0.4,1,0.8,0.4,0.75,0.5,0.8,0.67,0,0,1,1.08,0.93,1,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,1,0,1,0,0,0,0,1,0,0.57,0.46,0.75,0.77,0.8,0.6,0.55,0.67,0.67,0.57,0.57,0.8,0.8,0.33,0.44,0.67,0.8,0.89,0,0,0.57,0.62,0.67,0.67,0.53,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.61,0.75,0.67,0.67,0.72,0.33,0.5,0.36,0.5,0.63,0.29,0.7,0.33,0.29,0.5,0.5,0.59,0.29,0,0,0.6,0.57,0.75,0.73,0.5,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.61,0.75,0.67,0.67,0.72,0.33,0.5,0.36,0.5,0.63,0.29,0.7,0.33,0.29,0.5,0.5,0.59,0.29,0,0,0.6,0.57,0.75,0.73,0.5,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,0,0,1,1,0,1,0,0,0,0,1,0,0.61,0.75,0.67,0.67,0.72,0.33,0.5,0.36,0.5,0.63,0.29,0.7,0.33,0.29,0.5,0.5,0.59,0.29,0,0,0.6,0.57,0.75,0.73,0.5,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,1,0,1,0,0,1,0,0,0,0,1,0,0.74,0.71,0.75,0.73,0.67,0.8,0.75,0.55,0.75,0.8,0.33,1,0.57,0.67,0.6,0.5,0.75,0.89,0,0,0.75,0.71,0.74,0.78,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
